index,id,text,token_number, token,dup,dup_doc
2801,532983499029221377,#tbt thunder snow february   #michigan #winter #snowfall  #settingrecords,8,settingrecord:1/1|michigan:1/10257|snow:1/653|tbt:1/31|februari:1/4|winter:1/298|thunder:1/4|snowfal:1/13,0,532983499029221377
2802,532983233848541185,huh? ?@clintbrew : #michigan sits at no.   in the country in total defense after ten games.  via @ sports?,10,countri:1/29|clintbrew:1/7|total:1/16|game:1/408|michigan:1/10257|defens:1/83|huh:1/3|ten:1/43|sport:1/42|sit:1/11,0,532983233848541185
2803,532982768201105408,kate middleton? #bellabridal #weddinggown #mibride #miwedding #downtownplymouth #michigan #tiara?,9,mibrid:1/3|bellabrid:1/2|downtownplymouth:1/3|kate:1/2|michigan:1/10257|tiara:1/1|middleton:1/2|weddinggown:1/3|miwed:1/3,0,532982768201105408
2804,532982186568187904,#michigan seeks comments on its #wolf management plan  via @rmef,7,michigan:1/10257|wolf:1/10|rmef:1/1|comment:1/20|seek:1/21|manag:1/32|plan:1/108,0,532982186568187904
2805,532982171523645440,it?s like a blizzard in westland but the sun is shining in my eyes #michigan ????,6,ey:1/21|blizzard:1/16|michigan:1/10257|westland:1/6|sun:1/28|shine:1/2,0,532982171523645440
2806,532982168696651776,the view outside up morning window  / /  #metrodetroit #michigan #morning #pond that s my closest?,8,pond:1/1|view:1/56|metrodetroit:1/3|michigan:1/10257|window:1/18|morn:2/106|closest:1/1,0,532982168696651776
2807,532981835672739840,vote for my song  r  on #coast coast mixtape hottest in #michigan edition! via @coast coastmag,10,song:1/23|coast:3/82|coastmag:1/16|hottest:1/27|michigan:1/10257|edit:1/33|mixtap:1/33|vote:1/119,2,532981835672739840|532685732561702913|533702943157936128
2808,532981655925829632,vote for my song  f  on #coast coast mixtape hottest in #michigan edition! via @coast coastmag,10,song:1/23|coast:3/82|coastmag:1/16|hottest:1/27|michigan:1/10257|edit:1/33|mixtap:1/33|vote:1/119,4,532981655925829632|532887503674421248|533703095159488512|530808206872682497|530807731393789952
2809,532981637202837504,#tbt to when i was in #dearborn #michigan  -  exit    big beaver road  #dirtyhumor #merica #lol,10,exit:1/15|big:1/156|dirtyhumor:1/1|michigan:1/10257|road:1/110|tbt:1/31|lol:1/58|merica:1/1|beaver:1/4|dearborn:1/17,0,532981637202837504
2810,532981581225672704,michigan weather though ?????#michigan #weather ????????,4,michigan:2/10257|weather:2/198,0,532981581225672704
2811,532981548954710016,#michigan has seen a  % inc in # of vc firms in last  yrs- seems like that growth is going to continue! @mercuryfund,7,firm:1/9|michigan:1/10257|yr:1/22|continu:1/26|growth:1/13|mercuryfund:1/1|vc:1/4,0,532981548954710016
2812,532981363511939073,tattoos by mrpinhead #tattoo #tattooart #artist #ypsilanti #ypsi #ypsiink #lostandfoundtattoo #handmade #michigan...,11,tattoo:2/8|lostandfoundtattoo:1/1|ypsilanti:1/22|artist:1/33|ypsi:1/4|michigan:1/10257|handmad:1/13|mrpinhead:1/1|tattooart:1/1|ypsiink:1/1,0,532981363511939073
2813,532981161535225857,are we dreaming? is it possible that the #michigan legislature might finally take up road funding? #mileg,7,mileg:1/44|dream:1/11|michigan:1/10257|road:1/110|fund:1/40|final:1/76|legislatur:1/11,0,532981161535225857
2814,532979607255793664,get a beauty human hair to the best price: #illinoisstate #zaragoza #michigan #nycc #utah #indiana #newyorkcity #hair,12,utah:1/12|newyorkc:1/4|hair:2/14|illinoisst:1/5|beauti:1/83|michigan:1/10257|price:1/32|nycc:1/4|human:1/19|zaragoza:1/4|indiana:1/42,0,532979607255793664
2815,532979606530588674,winter waterfalls. #winter #waterfalls #michigan #michiganartist #puremichigan #art #nature?,9,michiganartist:1/3|art:1/56|waterfal:2/5|michigan:1/10257|natur:1/51|winter:2/298|puremichigan:1/240,0,532979606530588674
2816,532979424002834433,aaand here comes to the snow. #michigan #dreamingofawhitethanksgiving #snowvember,5,aaand:1/2|michigan:1/10257|snowvemb:1/6|snow:1/653|dreamingofawhitethanksgiv:1/1,0,532979424002834433
2817,532978825987383296,proud #michigan #surveyors who easily take on any #projects without hesitation,6,proud:1/23|michigan:1/10257|hesit:1/1|easili:1/5|project:1/14|surveyor:1/1,0,532978825987383296
2818,532978816684425216,countdown.... #gastax bill #mileg #michigan #senate,6,gastax:1/9|mileg:1/44|michigan:1/10257|countdown:1/5|bill:1/71|senat:1/61,0,532978816684425216
2819,532978798023958531,check out our made in #michigan guest @unclegoosetoys! thanks for coming!,6,michigan:1/10257|made:1/56|unclegoosetoi:1/1|guest:1/8|come:1/72|check:1/296,0,532978798023958531
2820,532978181339217920,review patient access representative ( hr/wk) - detroit medical cen... #jobfairs #michigan,11,jobfair:1/30|access:1/7|wk:1/7|michigan:1/10257|review:1/58|patient:1/9|medic:1/37|hr:1/27|detroit:1/1366|cen:1/1|repres:1/13,2,532978181339217920|532978174729011200|532978167971995649
2821,532978179955109888,review psychiatry-child/adolescent - physician at staff care (hamtra #jobfairs #michigan,10,jobfair:1/30|michigan:1/10257|review:1/58|adolesc:1/1|physician:1/6|staff:1/16|psychiatri:1/1|hamtra:1/1|child:1/9|care:1/31,2,532978179955109888|532978173965643776|532978167124750336
2822,532978179095293952,review hospice cnas (detroit  mi) #jobfairs #michigan,7,jobfair:1/30|hospic:1/4|michigan:1/10257|review:1/58|cna:1/2|detroit:1/1366|mi:1/236,2,532978179095293952|532978173248405504|532978166147461120
2823,532978140327723008,looking to find a new way to bond with your young athlete? #youthsports #fitness #michigan #detroit #football #mhsaa,10,fit:1/37|youthsport:1/4|young:1/18|michigan:1/10257|find:1/107|footbal:1/234|mhsaa:1/5|detroit:1/1366|bond:1/6|athlet:1/26,0,532978140327723008
2824,532977896336654336,guys  my eye doctor is a mississippi state grad and she says there s no way dan mullen would leave for #michigan. so there you go.,10,doctor:1/9|dan:1/11|mullen:1/8|ey:1/21|michigan:1/10257|gui:1/56|mississippi:1/16|state:1/378|leav:1/52|grad:1/3,0,532977896336654336
2825,532977884345167873,#michigan #police shoot woman during response to domestic dispute #policestate #policebrutality #usa,10,usa:1/79|woman:1/28|disput:1/5|michigan:1/10257|policebrut:1/2|domest:1/60|policest:1/3|polic:1/70|shoot:1/44|respons:1/9,0,532977884345167873
2826,532977813297856512,#michigan college students  avg loan debt at graduation  th-highest in us ($   )  @ticas org says,10,colleg:1/118|loan:1/6|avg:1/8|michigan:1/10257|student:1/51|highest:1/12|tica:1/2|org:1/4|graduat:1/7|debt:1/16,0,532977813297856512
2827,532977672570159104,#internship #finance transportation internship: c.h. robinson - lansing  mi - position de... #michigan #intern us,12,posit:1/25|de:1/63|financ:1/18|intern:1/62|michigan:1/10257|robinson:1/21|lans:1/77|transport:1/15|c.h:1/8|mi:1/236|internship:2/86,5,532977672570159104|532977669730598912|532904971725832193|532773371134480384|532773368114601984|532773365086318592
2828,532977671852929024,#internship #finance summer   internship: human resources staff relations job: spectru... #michigan #intern us,12,financ:1/18|intern:1/62|spectru:1/2|michigan:1/10257|staff:1/16|relat:1/11|job:1/265|human:1/19|summer:1/39|internship:2/86|resourc:1/22,5,532977671852929024|532977668707217408|532904970366906368|532853811258224640|532853808171196416|532853805361033216
2829,532977643113971712,should landlords be licensed? would that curb blight and unsafe #rentals? #lovelansing #blight #michigan #landlord,10,landlord:2/3|licens:1/11|michigan:1/10257|blight:2/5|unsaf:1/1|curb:1/1|lovelans:1/7|rental:1/5,0,532977643113971712
2830,532977574524493824,north view from our new condo in #grandrapids #michigan! #eyesinthesky #weatherwatcher,7,view:1/56|michigan:1/10257|north:1/31|condo:1/6|weatherwatch:1/5|eyesintheski:1/5|grandrapid:1/202,0,532977574524493824
2831,532977389978918913,let it snow  let it snow  let it snow! #kalamazoo #michigan,5,michigan:1/10257|snow:3/653|kalamazoo:1/45,0,532977389978918913
2832,532976829016309761,we are very excited to meet and show you our classroom hq  @developing kids! #detroit #michigan #kids,10,meet:1/48|michigan:1/10257|kid:2/52|show:1/94|hq:1/2|classroom:1/3|develop:1/37|detroit:1/1366|excit:1/34,0,532976829016309761
2833,532976292422234112,winters already started in michigan ????? #michigan #winter #snow,6,michigan:2/10257|snow:1/653|start:1/118|winter:2/298,0,532976292422234112
2834,532976175442694144,#michigan news: stephen bardo: worst-case scenario for every big ten basketball team,11,new:1/271|big:1/156|michigan:1/10257|scenario:1/3|stephen:1/21|worst:1/44|basketbal:1/66|team:1/170|bardo:1/3|ten:1/43|case:1/35,0,532976175442694144
2835,532975934534860800,winter waterfalls of northern michigan. #winter #puremichigan #michigan #michiganartist?,8,michiganartist:1/3|waterfal:1/5|michigan:2/10257|winter:2/298|northern:1/31|puremichigan:1/240,0,532975934534860800
2836,532975611363729409,#michigan kids champion fitness and fun in @bcbsm #mikidscan video/essay contest  greg bowman @afternoonswwj reports:,14,contest:1/13|michigan:1/10257|kid:1/52|bcbsm:1/4|essai:1/1|video:1/66|fit:1/37|afternoonswwj:1/1|report:1/58|mikidscan:1/4|greg:1/1|champion:1/8|fun:1/74|bowman:1/1,0,532975611363729409
2837,532974936151687169,for all your #gaming news check out  #business #michigan,5,new:1/271|game:1/408|michigan:1/10257|busi:1/123|check:1/296,0,532974936151687169
2838,532974710825684992,*two hours later* #michigan,2,hour:1/33|michigan:1/10257,0,532974710825684992
2839,532974206636802048,its snowing #winter #polarvortex #michigan,4,michigan:1/10257|snow:1/653|polarvortex:1/14|winter:1/298,0,532974206636802048
2840,532974191801548800,hey @shondarhimes  who s in charge of geography around there? #michigan is a great state! where s the love?,8,shondarhim:1/1|love:1/217|charg:1/40|michigan:1/10257|geographi:1/1|state:1/378|hei:1/49|great:1/268,0,532974191801548800
2841,532974008183296000,washtenaw isd s scott menzel named superintendent of the year #michigan #edu,8,year:1/196|michigan:1/10257|menzel:1/1|name:1/13|isd:1/1|washtenaw:1/2|scott:1/3|superintend:1/4,0,532974008183296000
2842,532973995235475456,snow day! #iphone c #thiscameraisgreat #snowing #michigan #myfacemaybefrozen,7,michigan:1/10257|myfacemaybefrozen:1/1|snow:2/653|thiscameraisgreat:1/1|iphon:1/5|dai:1/300,0,532973995235475456
2843,532973961508704257,federal court rules   law prohibiting domestic partner benefits unconstitutional #lgbt #michigan #snyder,12,snyder:1/35|prohibit:1/9|law:1/96|partner:1/19|michigan:1/10257|domest:1/60|unconstitut:1/6|rule:1/57|court:1/84|feder:1/20|benefit:1/26|lgbt:1/88,0,532973961508704257
2844,532973686568288258,winter in the morning  fall weather in the afternoon #michigan,6,afternoon:1/14|fall:1/150|michigan:1/10257|weather:1/198|winter:1/298|morn:1/106,0,532973686568288258
2845,532973438668120064,got an instagram? so do we! follow us at kidpreneurco for more awesome #kidpreneur content. #edtech #technology #michigan #instagram #follow,11,awesom:1/80|technolog:1/17|edtech:1/5|michigan:1/10257|kidpreneurco:1/1|instagram:2/7|follow:2/48|content:1/5|kidpreneur:1/9,0,532973438668120064
2846,532973299018776576,ideal first car! ferrari #flint #michigan don t delay!,7,don:1/120|ideal:1/9|delai:1/17|car:1/103|michigan:1/10257|ferrari:1/7|flint:1/263,0,532973299018776576
2847,532973022722801664,we re proud of our partners in #michigan for standing up for #paidsickdays in michigan today! ty  @momjustice,9,proud:1/23|partner:1/19|momjustic:1/1|michigan:2/10257|paidsickdai:1/1|ty:1/7|todai:1/321|stand:1/26,0,532973022722801664
2848,532972679255445504,sleeping bear dunes national lakeshore  #photography #photo #puremichigan #michigan,9,sleep:1/27|lakeshor:1/9|nation:1/74|michigan:1/10257|dune:1/14|photo:1/157|bear:1/26|photographi:1/89|puremichigan:1/240,2,532972679255445504|534028384313954304|531267945402359808
2849,532972513639165954,fill up now! gas is expected to go up to  .  +/-  .  in #michigan via @gasbuddy #gasprices #gasbuddyalerts,7,expect:1/29|gasbuddi:1/3|gaspric:1/4|michigan:1/10257|ga:1/58|fill:1/18|gasbuddyalert:1/3,2,532972513639165954|532938116953550849|532935867913207808
2850,532971863623102465,shoutout to @emmasutherlandd for finding   squirrels gathering for a party. #michigan,7,squirrel:1/7|shoutout:1/8|michigan:1/10257|find:1/107|emmasutherlandd:1/1|gather:1/6|parti:1/53,0,532971863623102465
2851,532971845302353920,.@teslamotors cars built by robots.  how will #michigan respond? #miceosummit,7,robot:1/1|car:1/103|built:1/5|michigan:1/10257|teslamotor:1/2|respond:1/8|miceosummit:1/25,0,532971845302353920
2852,532971345374904321,and you thought #michigan s roads were bad now - just wait if washington can t find a fix for the highway trust fund:,11,trust:1/9|wait:1/74|thought:1/20|bad:1/66|fix:1/35|michigan:1/10257|road:1/110|fund:1/40|find:1/107|washington:1/11|highwai:1/5,0,532971345374904321
2853,532971122120478721,new post up! digital marketing and the holidays:   #digitalmarketing #michigan,6,market:1/30|post:1/51|digitalmarket:1/5|michigan:1/10257|holidai:1/33|digit:1/15,0,532971122120478721
2854,532970774303604736,#vapes for #weed #cincinnati #michigan #detroit #flint #grandrapids we accept #bitcoin,9,michigan:1/10257|vape:1/5|cincinnati:1/1|flint:1/263|weed:1/2|detroit:1/1366|grandrapid:1/202|bitcoin:1/1|accept:1/10,5,532970774303604736|533047448675958784|533770315965284353|533830215768625153|531084567223218176|531081546837807105
2855,532970715327111170,this is my #mancrush in #michigan richie valley  i miss talking to you!!!,6,michigan:1/10257|richi:1/3|vallei:1/3|talk:1/45|mancrush:1/1|miss:1/92,0,532970715327111170
2856,532970461299085313,it s finally stopped for a moment.  this is where we are at right now. #snow #michigan #mittenstate?,6,stop:1/82|mittenst:1/9|michigan:1/10257|snow:1/653|final:1/76|moment:1/22,0,532970461299085313
2857,532970195011108864,#michigan sits at no.   in the country in total defense after ten games.  via @ sports,8,countri:1/29|total:1/16|game:1/408|michigan:1/10257|defens:1/83|ten:1/43|sport:1/42|sit:1/11,0,532970195011108864
2858,532969865695739904,#community #megastore #auction individuals+ #businesses run #sores #free #michigan #minnesota #mississippi #football,12,individu:1/4|megastor:1/3|minnesota:1/89|michigan:1/10257|busi:1/123|footbal:1/234|commun:1/35|run:1/64|sore:1/3|mississippi:1/16|free:1/204|auction:1/8,1,532969865695739904|533736105318051840
2859,532969493774233600,a little glimpse of color on this very white day! #nofilter #snow #michigan #lakeeffect #firstsnowfall?,9,lakeeffect:1/4|color:1/23|white:1/41|michigan:1/10257|snow:1/653|glimps:1/3|firstsnowfal:1/4|dai:1/300|nofilt:1/16,0,532969493774233600
2860,532969120665333761,chamber seeks employees for open positions | #flint & #genesee chamber of commerce: #michigan #umflint,11,posit:1/25|genese:1/2|chamber:2/7|employe:1/4|michigan:1/10257|umflint:1/7|flint:1/263|seek:1/21|open:1/134|commerc:1/4,0,532969120665333761
2861,532969028030312448,#michigan senate plans vote on gas tax increase #liveonnbc,8,michigan:1/10257|liveonnbc:1/7|increas:1/19|ga:1/58|tax:1/95|senat:1/61|plan:1/108|vote:1/119,0,532969028030312448
2862,532968551116984320,snowhailing whilst the sun is out. #michigan,4,snowhail:1/1|michigan:1/10257|sun:1/28|whilst:1/1,0,532968551116984320
2863,532968505742995456,it s snowing... #michigan,2,michigan:1/10257|snow:1/653,0,532968505742995456
2864,532968462365499392,#detroit #michigan come see #modernbaseball w/ me tonight!!!!!!!!!!!!! please!!!!!,4,tonight:1/126|michigan:1/10257|modernbasebal:1/1|detroit:1/1366,0,532968462365499392
2865,532968346061258752,#michigan #????? ???? ??? #khalifa stability khalifa visiting a shop for... #minnesota,7,khalifa:2/50|shop:1/46|minnesota:1/89|michigan:1/10257|stabil:1/26|visit:1/118,21,532968346061258752|532968345201434624|532968343217532929|532968341862768640|532968340298276864|532968338981265408|532968336846368770|532968336045248512|532968333738377217|532968331972603904|532968330496204802|532967164370636800|532967160700620800|532967156552445954|532967153641615360|532967150542012416|532967146746167296|532967144409935873|532967141805281280|532967136289751040|532967132602986497|532967129159438336
2866,532968066834255872,day   #grandrapids #michigan #getloudtour #tourlife tonight at the intersection!! #bonethugs @gilliedakid,9,getloudtour:1/5|tonight:1/126|tourlif:1/3|intersect:1/4|michigan:1/10257|bonethug:1/2|gilliedakid:1/2|dai:1/300|grandrapid:1/202,0,532968066834255872
2867,532967808770899970,just saw a wolf eating a deer carcass. #michigan,5,deer:1/71|carcass:1/3|wolf:1/10|michigan:1/10257|eat:1/12,0,532967808770899970
2868,532967757755998209,#tbt to last weekend s home game away from home #goblue #michigan #northwestern #row,9,game:1/408|northwestern:1/399|michigan:1/10257|tbt:1/31|weekend:1/81|row:1/4|goblu:1/319|home:2/156,0,532967757755998209
2869,532967688554151936,first day of #snow in #michigan got me waking up this late afternoon to this #menudo #mexican?,8,afternoon:1/14|wake:1/11|late:1/19|michigan:1/10257|snow:1/653|menudo:1/1|mexican:1/4|dai:1/300,0,532967688554151936
2870,532967268204822528,the cost of hunting deer in michigan may keep some people out of the woods. #detroit #michigan,8,deer:1/71|hunt:1/74|cost:1/22|michigan:2/10257|wood:1/40|detroit:1/1366|peopl:1/121,0,532967268204822528
2871,532967241432985600,downtown #windsor  ontario viewed from the @gm renaissance center  @visitdetroit    #michigan  #roadtrip,10,windsor:1/5|view:1/56|roadtrip:1/14|ontario:1/4|michigan:1/10257|gm:1/13|center:1/41|visitdetroit:1/4|renaiss:1/3|downtown:1/23,0,532967241432985600
2872,532967162726453248,#michigan #????? ???? ??? #khalifa stability khalifa inspecting the site... #minnesota,7,khalifa:2/50|site:1/44|minnesota:1/89|michigan:1/10257|stabil:1/26|inspect:1/5,54,532967162726453248|532967159786254336|532967155793272833|532967152848863232|532967149644423168|532967146070892544|532967143021621248|532967139360002048|532967135530602496|532967131789279232|532967127972454400|532947683812466689|532947681061007360|532947678150160384|532947674484318209|532947674111025152|532947669245636609|532947666418675712|532947662845128704|532947659984613376|532947657124114432|532947655022764032|534392574463578112|534392570885840896|534392564955099136|534392559716417536|534392554947506177|534392550321160192|534392545430614017|534392540254830595|534392535443992576|534392530809262080|534392525516062721|534294281062580224|534294277983961089|534294273844203520|534294270610386945|534294267724705792|534294264415416320|534294261206765568|534294257763250176|534294254579752960|534294251387904000|534294248326066177|534286103964950529|534286099988746241|534286095056261120|534286091830841344|534286086558580736|534286081881952256|534286079579283456|534286073795313664|534286068955086848|534286063955484673|534286057475305472
2873,532966830873124864,five minutes later... only in michigan!! #michigan #onlyinmichigan,4,minut:1/23|michigan:2/10257|onlyinmichigan:1/1,0,532966830873124864
2874,532966268513427456,university of #michigan launches #umichchat as a way to interact with followers on social media,8,umichchat:1/3|michigan:1/10257|social:1/12|interact:1/5|launch:1/18|media:1/15|univers:1/60|follow:1/48,0,532966268513427456
2875,532966156341346304,?@pr ncessleslie: i took these pics   hours apart today #great #michigan #blessed #soblessed michigan doe.,11,ncesslesli:1/3|sobless:1/4|pr:1/8|hour:1/33|michigan:2/10257|todai:1/321|pic:1/20|doe:1/3|bless:1/15|great:1/268,0,532966156341346304
2876,532965680014827520,#tbt to a how important a meaningful  quality #education is in #michigan. the situation is dire. @acluofmichigan,9,situat:1/15|educ:1/35|import:1/19|michigan:1/10257|meaning:1/3|tbt:1/31|dire:1/2|qualiti:1/24|acluofmichigan:1/6,0,532965680014827520
2877,532965262388379648,try the taste of autumn in our pumpkin butter  made with sugar  spice and everything nice  #butter #michigan #pumpkin #autumn,12,butter:2/4|michigan:1/10257|made:1/56|spice:1/2|tast:1/8|autumn:2/42|pumpkin:2/8|sugar:1/4|nice:1/38,0,532965262388379648
2878,532964966446682112,website design #detroit #michigan #ohio #toledo,6,websit:1/23|michigan:1/10257|design:1/29|detroit:1/1366|ohio:1/156|toledo:1/4,0,532964966446682112
2879,532964920854577153,greenfield village #michigan,3,greenfield:1/1|michigan:1/10257|villag:1/6,0,532964920854577153
2880,532964879519318016,soodetroit magazine calicoe to play with enjoy detroit in charity game soodetroit magazine? #detroit #michigan,12,plai:1/159|game:1/408|soodetroit:2/2|chariti:1/5|michigan:1/10257|magazin:2/7|enjoi:1/36|detroit:2/1366|calico:1/1,0,532964879519318016
2881,532964690817982464,nooooo!!!! i m not ready for this yet.... #snow #flurries #michigan,5,nooooo:1/1|michigan:1/10257|readi:1/77|snow:1/653|flurri:1/5,0,532964690817982464
2882,532964658122985472,#tbt to a how important a meaningful  quality #education is in #michigan. the situation is dire.,8,situat:1/15|educ:1/35|import:1/19|michigan:1/10257|meaning:1/3|tbt:1/31|dire:1/2|qualiti:1/24,0,532964658122985472
2883,532964574312824832,university of michigan launches #umichchat as a way to interact with followers on social media #michigan #edu,9,umichchat:1/3|michigan:2/10257|social:1/12|interact:1/5|launch:1/18|media:1/15|univers:1/60|follow:1/48,0,532964574312824832
2884,532964551440863232,#giveaway win a #michigan fresh coast hoodie from @livnfresh  read more at #share & #retweet,10,hoodi:1/7|coast:1/82|read:1/41|retweet:1/28|michigan:1/10257|livnfresh:1/1|share:1/39|fresh:1/10|win:1/281|giveawai:1/9,0,532964551440863232
2885,532964363771338752,see which #michigan regions are growing the fastest #manufacturing (cc @bea news),8,cc:1/5|new:1/271|grow:1/29|michigan:1/10257|manufactur:1/29|fastest:1/3|region:1/16|bea:1/1,0,532964363771338752
2886,532964342505807872,high school group pauses during #operationbackpack part   on #michigan ave  downtown #chicago. @kraakerjack,11,operationbackpack:1/1|high:1/60|school:1/114|michigan:1/10257|av:1/8|part:1/35|kraakerjack:1/1|downtown:1/23|paus:1/1|chicago:1/52|group:1/30,0,532964342505807872
2887,532963739314573312,#winter is already here in #michigan ...summer hold it down  pop!!! #pimpsquad ...is it warm outside?!?,7,pop:1/9|warm:1/48|michigan:1/10257|pimpsquad:1/1|winter:1/298|summer:1/39|hold:1/23,0,532963739314573312
2888,532963655399526400,the sky looks mad! ?? #sky #weather #mothernature #michigan #november #cold #snow #dark #mad?,11,sky:2/32|mad:2/9|mothernatur:1/1|michigan:1/10257|snow:1/653|weather:1/198|dark:1/8|cold:1/147|novemb:1/97,0,532963655399526400
2889,532963638521647104,had a great day at the making it in michigan food show at msu yesterday! so nice to meet new people and customers :) #michigan #butter,14,yesterdai:1/29|butter:1/4|michigan:2/10257|custom:1/23|show:1/94|great:1/268|dai:1/300|food:1/77|msu:1/64|nice:1/38|peopl:1/121|meet:1/48|make:1/137,0,532963638521647104
2890,532962419157794816,waking up to snow was a shock. hello #michigan! #authenticweather,5,wake:1/11|michigan:1/10257|snow:1/653|shock:1/2|authenticweath:1/1,0,532962419157794816
2891,532962266770341889,first snow.  sweet. #snow #holland #michigan,5,michigan:1/10257|snow:2/653|holland:1/14|sweet:1/12,0,532962266770341889
2892,532962005087682560,#tbt me & livi on her first time outside. #babygirl #kentwood #michigan,6,livi:1/2|michigan:1/10257|babygirl:1/4|tbt:1/31|time:1/240|kentwood:1/3,0,532962005087682560
2893,532961488751697920,@govricksnyder re-election to strengthen economic ties between #michigan and #china,7,china:1/15|ti:1/10|michigan:1/10257|govricksnyd:1/1|strengthen:1/3|econom:1/19|elect:1/74,0,532961488751697920
2894,532961362713268224,#suicideprevention #michigan ?@doitfordaniel : daniel was a great athlete and a even better person. #angels,8,daniel:1/8|suicideprevent:1/1|doitfordaniel:1/1|michigan:1/10257|person:1/18|angel:1/8|great:1/268|athlet:1/26,0,532961362713268224
2895,532961355360657408,wheelies: the parade of progress edition #michigan,5,edit:1/33|michigan:1/10257|wheeli:1/1|progress:1/7|parad:1/14,0,532961355360657408
2896,532961224569257984,rent reduced !   pineoak dr #michigan #holland #rental #home,8,michigan:1/10257|holland:1/14|reduc:1/4|rent:1/8|pineoak:1/1|dr:1/5|rental:1/5|home:1/156,0,532961224569257984
2897,532961181968125954,wtwtv | phi beta sigma zeta theta bgc marchdown @ ferris state university #ferrisstate #michigan #fsu #gomab #sigmas,16,sigma:2/3|zeta:1/1|michigan:1/10257|ferri:1/4|ferrisst:1/2|fsu:1/9|univers:1/60|theta:1/1|phi:1/1|marchdown:1/1|gomab:1/1|state:1/378|beta:1/1|wtwtv:1/1|bgc:1/1,1,532961181968125954|533255671903715328
2898,532960873485455360,#police: most of today s accidents in southwest #michigan were preventable - nov   @  :  pm et,8,southwest:1/16|prevent:1/5|nov:1/153|michigan:1/10257|todai:1/321|polic:1/70|accid:1/11|pm:1/68,0,532960873485455360
2899,532960814060539904,hello #goblue #michigan !!!,2,michigan:1/10257|goblu:1/319,0,532960814060539904
2900,532960782146084864,there is white stuff falling on me make it stop #michigan #snow #help,7,white:1/41|fall:1/150|stop:1/82|michigan:1/10257|snow:1/653|make:1/137|stuff:1/14,0,532960782146084864
2901,532960746288984064,the cold and snow have arrived! obviously  since our state is literally shaped like a piece of winter apparel. ??? #michigan,10,arriv:1/17|piec:1/8|shape:1/8|michigan:1/10257|snow:1/653|liter:1/13|winter:1/298|cold:1/147|apparel:1/2|state:1/378,0,532960746288984064
2902,532960651061522432,lotto how to beat lotto winning secrets! #michigan #ohio #georgia #arizona #colorado #texas,11,georgia:1/49|michigan:1/10257|arizona:1/18|beat:1/53|lotto:2/17|secret:1/10|ohio:1/156|texa:1/35|win:1/281|colorado:1/25,0,532960651061522432
2903,532960523730833408,online cars deals mini #flint #michigan unmissable offer!,8,offer:1/118|deal:1/91|mini:1/15|car:1/103|michigan:1/10257|flint:1/263|onlin:1/46|unmiss:1/13,0,532960523730833408
2904,532960519896850432,dental assistant job opening in madison heights  michigan #jobs #dentalassistant #michigan #madisonheights: we...,11,dental:1/5|michigan:2/10257|madisonheight:1/1|madison:1/4|dentalassist:1/2|assist:1/36|job:2/265|open:1/134|height:1/6,1,532960519896850432|532960517023744000
2905,532960283317121025,does your state legislature break for deer (hunting)?  #michigan does! #mileg #stateleg #deerhunting via @detroitnews,10,deer:1/71|hunt:1/74|mileg:1/44|detroitnew:1/15|break:1/38|michigan:1/10257|deerhunt:1/17|state:1/378|legislatur:1/11|stateleg:1/1,0,532960283317121025
2906,532959690351599617,this account is being deleted soon! stay in touch with us!! follow @mtholiday #michigan #winteriscoming #nonprofits,9,mtholidai:1/1|nonprofit:1/3|michigan:1/10257|touch:1/21|delet:1/1|winteriscom:1/27|follow:1/48|account:1/24|stai:1/32,0,532959690351599617
2907,532959325011312640,available now at low cost ferrari #flint #michigan check now while availability lasts!,8,avail:1/10|cost:1/22|last:1/12|low:1/36|michigan:1/10257|ferrari:1/7|flint:1/263|check:1/296,1,532959325011312640|533297233111048192
2908,532959245436993537,#police: most of todays accidents in southwest #michigan were preventable - nov   @  :  pm et,8,southwest:1/16|prevent:1/5|nov:1/153|michigan:1/10257|todai:1/321|polic:1/70|accid:1/11|pm:1/68,0,532959245436993537
2909,532958972656250882,hello snow. #snow #winter #michigan,4,michigan:1/10257|snow:2/653|winter:1/298,0,532958972656250882
2910,532958717927768064,@mckinsey mgi:  #michigan can capture the opportunities that exists with global competition.  #miceosummit,9,exist:1/13|captur:1/7|michigan:1/10257|mckinsei:1/2|opportun:1/17|global:1/4|competit:1/22|miceosummit:1/25|mgi:1/2,0,532958717927768064
2911,532958678199308290,were you injured in a highway #accident because of the negligence of another driver? #michigan #attorney,7,driver:1/18|michigan:1/10257|attornei:1/15|injur:1/8|accid:1/11|highwai:1/5|neglig:1/3,0,532958678199308290
2912,532958664639127552,mt: the us capitol christmas tree is on it s way thru #michigan! #grandrapids #eastlansing @thehenryford,8,capitol:1/16|eastlans:1/12|christma:1/36|michigan:1/10257|thehenryford:1/6|mt:1/20|tree:1/38|grandrapid:1/202,0,532958664639127552
2913,532958583671881729,sleeping bear dunes at sunset  #photography #photo #puremichigan #michigan,8,sleep:1/27|michigan:1/10257|dune:1/14|sunset:1/66|photo:1/157|bear:1/26|photographi:1/89|puremichigan:1/240,0,532958583671881729
2914,532958565422878722,@um ihpi leading evaluation of healthy #michigan medicaid expansion #ihpi,9,expans:1/3|michigan:1/10257|healthi:1/7|medicaid:1/2|um:1/20|ihpi:2/2|lead:1/47|evalu:1/3,0,532958565422878722
